,id,Station,Boro,2019,2023,GTFS Stop ID,Station ID,Division,Line,Stop Name,Borough,CBD,Daytime Routes,Structure,Lat,Long,North Direction Label,South Direction Label,ADA,ADA Northbound,ADA Southbound,ADA Notes,Georeference,POINT,BLOCK GROUP,TRACT,DISTANCE
383,284,Nassau Av (G),B,"3,136,229","2,320,186",G28,284,IND,Crosstown,Nassau Av,Bk,FALSE,G,Subway,40.724635,-73.951277,Queens,Southbound,0,0,0,,POINT (-73.951277 40.724635),POINT (-73.951277 40.724635),360470569001,36047056900,0.0445731416213772
384,53,Neck Rd (Q),B,"1,362,524","956,059",D38,53,BMT,Broadway - Brighton,Neck Rd,Bk,FALSE,Q,Open Cut,40.595246,-73.955161,Manhattan,Southbound,0,0,0,,POINT (-73.955161 40.595246),POINT (-73.955161 40.595246),360470586001,36047058600,0.16223775034497442
385,253,Neptune Av (F),B,"428,163","320,508",F39,253,IND,6th Av - Culver,Neptune Av,Bk,FALSE,F,Elevated,40.581011,-73.974574,Manhattan,Coney Island,0,0,0,,POINT (-73.974574 40.581011),POINT (-73.974574 40.581011),360470354001,36047035400,0.1741442901647962
386,417,"Nereid Av (2,5)",Bx,"1,006,617","583,996",204,417,IRT,Lenox - White Plains Rd,Nereid Av,Bx,FALSE,2 5,Elevated,40.898379,-73.854376,Northbound,Manhattan,0,0,0,,POINT (-73.854376 40.898379),POINT (-73.854376 40.898379),360050418001,36005041800,0.19336133226940147
387,337,"Nevins St (2,3,4,5)",B,"3,150,597","2,136,592",234,337,IRT,Eastern Pky,Nevins St,Bk,FALSE,2 3 4 5,Subway,40.688246,-73.980492,Manhattan,Outbound,0,0,0,,POINT (-73.980492 40.688246),POINT (-73.980492 40.688246),360470037001,36047003700,0.06674624918300612
388,352,New Lots Av (3),B,"1,643,487","1,066,391",257,352,IRT,Eastern Pky,New Lots Av,Bk,FALSE,3,Elevated,40.666235,-73.884079,Manhattan,Last Stop,0,0,0,,POINT (-73.884079 40.666235),POINT (-73.884079 40.666235),360471124001,36047112400,0.1335877556739343
389,136,New Lots Av (L),B,"1,254,351","697,822",L27,136,BMT,Canarsie,New Lots Av,Bk,FALSE,L,Elevated,40.658733,-73.899232,Manhattan,Canarsie,0,0,0,,POINT (-73.899232 40.658733),POINT (-73.899232 40.658733),360470920004,36047092000,0.12819401590167812
390,615,New Utrecht Av (N)/62 St (D),B,"1,501,183","1,201,167",B16,63,BMT,West End,62 St,Bk,FALSE,D,Elevated,40.626472,-73.996895,Manhattan,Southbound,1,1,1,,POINT (-73.996895 40.626472),POINT (-73.996895 40.626472),360470250001,36047025000,0.12907374717191678
391,615,New Utrecht Av (N)/62 St (D),B,"1,501,183","1,201,167",N04,73,BMT,Sea Beach,New Utrecht Av,Bk,FALSE,N,Open Cut,40.624842,-73.996353,Manhattan,Coney Island,1,1,1,,POINT (-73.996353 40.624842),POINT (-73.996353 40.624842),360470250001,36047025000,0.13064333114629179
392,358,"Newkirk Av (2,5)",B,"2,131,839","1,426,266",246,358,IRT,Nostrand,Newkirk Av-Little Haiti,Bk,FALSE,2 5,Subway,40.639967,-73.948411,Manhattan,Flatbush,0,0,0,,POINT (-73.948411 40.639967),POINT (-73.948411 40.639967),360470830004,36047083000,0.12031696227049725
393,47,"Newkirk Plaza (B,Q)",B,"3,252,504","2,170,621",D31,47,BMT,Broadway - Brighton,Newkirk Plaza,Bk,FALSE,B Q,Open Cut,40.635082,-73.962793,Manhattan,Southbound,0,0,0,,POINT (-73.962793 40.635082),POINT (-73.962793 40.635082),360470520002,36047052000,0.12168027766651461
394,269,"Northern Blvd (M,R)",Q,"2,008,091","1,400,392",G16,269,IND,Queens Blvd,Northern Blvd,Q,FALSE,M R,Subway,40.752885,-73.906006,Outbound,Manhattan,2,1,0,Outbound only,POINT (-73.906006 40.752885),POINT (-73.906006 40.752885),360810255001,36081025500,0.07802002474364124
395,88,"Norwood Av (J,Z)",B,"948,571","458,742",J21,88,BMT,Jamaica,Norwood Av,Bk,FALSE,J Z,Elevated,40.68141,-73.880039,Outbound,Manhattan,0,0,0,,POINT (-73.880039 40.68141),POINT (-73.880039 40.68141),360471174002,36047117400,0.1273132735460037
396,210,Norwood-205 St (D),Bx,"2,639,003","1,196,666",D01,210,IND,Concourse,Norwood-205 St,Bx,FALSE,D,Subway,40.874811,-73.878855,Last Stop,Manhattan,0,0,0,,POINT (-73.878855 40.874811),POINT (-73.878855 40.874811),360050423003,36005042300,0.1594807792368692
397,343,Nostrand Av (3),B,"1,370,372","809,205",248,343,IRT,Eastern Pky,Nostrand Av,Bk,FALSE,3,Subway,40.669847,-73.950466,Manhattan,Outbound,0,0,0,,POINT (-73.950466 40.669847),POINT (-73.950466 40.669847),360470319001,36047031900,0.09142506201802436
398,179,"Nostrand Av (A,C)",B,"5,608,232","3,768,205",A46,179,IND,8th Av - Fulton St,Nostrand Av,Bk,FALSE,A C,Subway,40.680438,-73.950426,Manhattan,Outbound,0,0,0,,POINT (-73.950426 40.680438),POINT (-73.950426 40.680438),360470247002,36047024700,0.08168110503659733
399,56,Ocean Pkwy (Q),B,"1,033,340","744,994",D41,56,BMT,Broadway - Brighton,Ocean Pkwy,Bk,FALSE,Q,Elevated,40.576312,-73.968501,Manhattan,Coney Island,0,0,0,,POINT (-73.968501 40.576312),POINT (-73.968501 40.576312),360470362003,36047036200,0.17925928914563652
400,195,Ozone Park-Lefferts Blvd (A),Q,"2,216,647","1,285,335",A65,195,IND,Liberty Av,Ozone Park-Lefferts Blvd,Q,FALSE,A,Elevated,40.685951,-73.825798,Manhattan,Last Stop,1,1,1,,POINT (-73.825798 40.685951),POINT (-73.825798 40.685951),360810106002,36081010600,0.17257415045422042
401,141,Park Pl (S1),B,"519,984","348,208",S03,141,BMT,Franklin Shuttle,Park Pl,Bk,FALSE,S,Open Cut,40.674772,-73.957624,Franklin Av,Prospect Park,1,1,1,,POINT (-73.957624 40.674772),POINT (-73.957624 40.674772),360470305004,36047030500,0.08435751158018039
402,366,Parkchester (6),Bx,"4,734,709","3,295,956",608,366,IRT,Pelham,Parkchester,Bx,FALSE,6,Elevated,40.833226,-73.860816,Northbound,Manhattan,0,0,0,,POINT (-73.860816 40.833226),POINT (-73.860816 40.833226),360050072003,36005007200,0.1459769164354398
403,43,Parkside Av (Q),B,"1,955,051","1,348,897",D27,43,BMT,Broadway - Brighton,Parkside Av,Bk,FALSE,Q,Open Cut,40.655292,-73.961495,Manhattan,Southbound,0,0,0,,POINT (-73.961495 40.655292),POINT (-73.961495 40.655292),360470798023,36047079802,0.10211869901736442
404,256,Parsons Blvd (F),Q,"2,086,114","1,584,984",F03,256,IND,Queens Blvd,Parsons Blvd,Q,FALSE,F,Subway,40.707564,-73.803326,Jamaica,Manhattan,0,0,0,,POINT (-73.803326 40.707564),POINT (-73.803326 40.707564),360810236001,36081023600,0.18677202995095055
405,360,Pelham Bay Park (6),Bx,"2,134,403","1,180,813",601,360,IRT,Pelham,Pelham Bay Park,Bx,FALSE,6,Elevated,40.852462,-73.828121,Last Stop,Manhattan,1,1,1,,POINT (-73.828121 40.852462),POINT (-73.828121 40.852462),360050300001,36005030000,0.183892921247666
406,424,"Pelham Pkwy (2,5)",Bx,"2,651,208","1,686,103",211,424,IRT,Lenox - White Plains Rd,Pelham Pkwy,Bx,FALSE,2 5,Elevated,40.857192,-73.867615,Northbound,Manhattan,1,1,1,,POINT (-73.867615 40.857192),POINT (-73.867615 40.857192),360050224031,36005022403,0.15494877053077347
407,445,Pelham Pkwy (5),Bx,"896,134","564,687",504,445,IRT,Dyre Av,Pelham Pkwy,Bx,FALSE,5,Open Cut,40.858985,-73.855359,Eastchester,Manhattan,0,0,0,,POINT (-73.855359 40.858985),POINT (-73.855359 40.858985),360050326003,36005032600,0.1654756601618387
408,350,Pennsylvania Av (3),B,"1,360,708","868,432",255,350,IRT,Eastern Pky,Pennsylvania Av,Bk,FALSE,3,Elevated,40.664635,-73.894895,Manhattan,New Lots,0,0,0,,POINT (-73.894895 40.664635),POINT (-73.894895 40.664635),360471126003,36047112600,0.12683639560472582
409,353,"President St (2,5)",B,"1,037,219","742,431",241,353,IRT,Nostrand,President St-Medgar Evers College,Bk,FALSE,2 5,Subway,40.667883,-73.950683,Manhattan,Flatbush,0,0,0,,POINT (-73.950683 40.667883),POINT (-73.950683 40.667883),360470319002,36047031900,0.09317714729481189
410,17,"Prince St (R,W)",M,"4,342,692","3,128,710",R22,17,BMT,Broadway - Brighton,Prince St,M,TRUE,R W,Subway,40.724329,-73.997702,Uptown,Downtown,0,0,0,,POINT (-73.997702 40.724329),POINT (-73.997702 40.724329),360610043003,36061004300,0.03350120662006622
411,432,"Prospect Av (2,5)",Bx,"2,148,059","1,248,614",219,432,IRT,Lenox - White Plains Rd,Prospect Av,Bx,FALSE,2 5,Elevated,40.819585,-73.90177,Northbound,Manhattan,0,0,0,,POINT (-73.90177 40.819585),POINT (-73.90177 40.819585),360050079001,36005007900,0.10462276102741179
412,30,Prospect Av (R),B,"1,780,893","1,299,538",R34,30,BMT,4th Av,Prospect Av,Bk,FALSE,R,Subway,40.665414,-73.992872,Manhattan,Southbound,0,0,0,,POINT (-73.992872 40.665414),POINT (-73.992872 40.665414),360470143001,36047014300,0.08992472730011665
413,42,"Prospect Park (B,Q,S1)",B,"3,323,334","2,150,487",D26,42,BMT,Broadway - Brighton,Prospect Park,Bk,FALSE,B Q S,Open Cut,40.661614,-73.962246,Northbound,Southbound,1,1,1,,POINT (-73.962246 40.661614),POINT (-73.962246 40.661614),360470327003,36047032700,0.09578890495250424
414,273,"Queens Plaza (E,M,R)",Q,"4,334,290","3,645,653",G21,273,IND,Queens Blvd,Queens Plaza,Q,FALSE,E M R,Subway,40.748973,-73.937243,Outbound,Manhattan,1,1,1,,POINT (-73.937243 40.748973),POINT (-73.937243 40.748973),360810033011,36081003301,0.0471311614327501
415,461,"Queensboro Plaza (N,W,7)",Q,"5,018,211","3,573,523",718,461,IRT,Flushing,Queensboro Plaza,Q,FALSE,7,Elevated,40.750582,-73.940202,Outbound,Manhattan,1,1,1,,POINT (-73.940202 40.750582),POINT (-73.940202 40.750582),360810019021,36081001902,0.04401033887621831
416,461,"Queensboro Plaza (N,W,7)",Q,"5,018,211","3,573,523",R09,461,BMT,Astoria,Queensboro Plaza,Q,FALSE,N W,Elevated,40.750582,-73.940202,Astoria,Manhattan,1,1,1,,POINT (-73.940202 40.750582),POINT (-73.940202 40.750582),360810019021,36081001902,0.04401033887621831
417,182,Ralph Av (C),B,"1,829,126","1,073,687",A49,182,IND,8th Av - Fulton St,Ralph Av,Bk,FALSE,C,Subway,40.678822,-73.920786,Manhattan,Outbound,0,0,0,,POINT (-73.920786 40.678822),POINT (-73.920786 40.678822),360470301003,36047030100,0.09891345651628425
418,329,Rector St (1),M,"2,554,523","1,606,245",139,329,IRT,Broadway - 7Av,Rector St,M,TRUE,1,Subway,40.707513,-74.013783,Uptown,Downtown,0,0,0,,POINT (-74.013783 40.707513),POINT (-74.013783 40.707513),360610013003,36061001300,0.05596923135081082
419,22,"Rector St (R,W)",M,"2,014,996","1,127,341",R26,22,BMT,Broadway,Rector St,M,TRUE,R W,Subway,40.70722,-74.013342,Uptown,Downtown,0,0,0,,POINT (-74.013342 40.70722),POINT (-74.013342 40.70722),360610013003,36061001300,0.055985135205695084
420,348,Rockaway Av (3),B,"1,451,431","838,719",253,348,IRT,Eastern Pky,Rockaway Av,Bk,FALSE,3,Elevated,40.662549,-73.908946,Manhattan,New Lots,0,0,0,,POINT (-73.908946 40.662549),POINT (-73.908946 40.662549),360470916001,36047091600,0.11900340380425804
421,183,Rockaway Av (C),B,"1,787,343","1,079,621",A50,183,IND,8th Av - Fulton St,Rockaway Av,Bk,FALSE,C,Subway,40.67834,-73.911946,Manhattan,Outbound,0,0,0,,POINT (-73.911946 40.67834),POINT (-73.911946 40.67834),360470371005,36047037100,0.10513425947805631
422,192,Rockaway Blvd (A),Q,"2,299,903","1,519,523",A61,192,IND,Liberty Av,Rockaway Blvd,Q,FALSE,A,Elevated,40.680429,-73.843853,Manhattan,Outbound,0,0,0,,POINT (-73.843853 40.680429),POINT (-73.843853 40.680429),360810086001,36081008600,0.1587044783552124
423,203,Rockaway Park-Beach 116 St (S3),Q,"228,144","132,504",H15,203,IND,Rockaway,Rockaway Park-Beach 116 St,Q,FALSE,A S,At Grade,40.580903,-73.835592,Inbound,Last Stop,1,1,1,,POINT (-73.835592 40.580903),POINT (-73.835592 40.580903),360810938003,36081093800,0.22869169305638712
424,222,Roosevelt Island (F),M,"2,380,764","1,686,544",B06,222,IND,63rd St,Roosevelt Island,M,FALSE,F,Subway,40.759145,-73.95326,Queens,Downtown,1,1,1,,POINT (-73.95326 40.759145),POINT (-73.95326 40.759145),360610238042,36061023804,0.03103171965907845
425,347,Saratoga Av (3),B,"1,556,357","941,203",252,347,IRT,Eastern Pky,Saratoga Av,Bk,FALSE,3,Elevated,40.661453,-73.916327,Manhattan,New Lots,0,0,0,,POINT (-73.916327 40.661453),POINT (-73.916327 40.661453),360470894002,36047089400,0.11537754000670775
426,111,Seneca Av (M),Q,"1,080,829","617,361",M06,111,BMT,Myrtle Av,Seneca Av,Q,FALSE,M,Elevated,40.702762,-73.90774,Inbound,Middle Village,0,0,0,,POINT (-73.90774 40.702762),POINT (-73.90774 40.702762),360810549003,36081054900,0.09237942760159595
427,54,"Sheepshead Bay (B,Q)",B,"4,169,796","2,821,135",D39,54,BMT,Broadway - Brighton,Sheepshead Bay,Bk,FALSE,B Q,Open Cut,40.586896,-73.954155,Manhattan,Southbound,0,0,0,,POINT (-73.954155 40.586896),POINT (-73.954155 40.586896),360470606001,36047060600,0.17063431085511033
428,187,Shepherd Av (C),B,"977,012","559,941",A54,187,IND,8th Av - Fulton St,Shepherd Av,Bk,FALSE,C,Subway,40.67413,-73.88075,Manhattan,Outbound,0,0,0,,POINT (-73.88075 40.67413),POINT (-73.88075 40.67413),360471166002,36047116600,0.13108911243882082
429,430,"Simpson St (2,5)",Bx,"2,602,749","1,336,897",217,430,IRT,Lenox - White Plains Rd,Simpson St,Bx,FALSE,2 5,Elevated,40.824073,-73.893064,Northbound,Manhattan,1,1,1,,POINT (-73.893064 40.824073),POINT (-73.893064 40.824073),360050159001,36005015900,0.11425524068943078
430,238,"Smith-9 Sts (F,G)",B,"1,435,824","968,460",F22,238,IND,6th Av - Culver,Smith-9 Sts,Bk,FALSE,F G,Viaduct,40.67358,-73.995959,Northbound,Southbound,0,0,0,,POINT (-73.995959 40.67358),POINT (-73.995959 40.67358),360470119021,36047011902,0.08219464752038172
431,636,"South Ferry (1)/Whitehall St (R,W)",M,"10,272,682","5,995,305",A41,174,IND,8th Av - Fulton St,Jay St-MetroTech,Bk,FALSE,A C F,Subway,40.692338,-73.987342,Manhattan,Outbound,1,1,1,,POINT (-73.987342 40.692338),POINT (-73.987342 40.692338),360470011001,36047001100,0.06265119957351173
432,636,"South Ferry (1)/Whitehall St (R,W)",M,"10,272,682","5,995,305",R29,25,BMT,Broadway,Jay St-MetroTech,Bk,FALSE,R,Subway,40.69218,-73.985942,Manhattan,Southbound,1,1,1,,POINT (-73.985942 40.69218),POINT (-73.985942 40.69218),360470011001,36047001100,0.06275005788045016
433,409,Spring St (6),M,"3,754,272","2,969,643",638,409,IRT,Lexington Av,Spring St,M,TRUE,6,Subway,40.722301,-73.997141,Uptown,Downtown,0,0,0,,POINT (-73.997141 40.722301),POINT (-73.997141 40.722301),360610045001,36061004500,0.03514798261636025
434,168,"Spring St (C,E)",M,"4,423,135","2,941,927",A33,168,IND,8th Av - Fulton St,Spring St,M,TRUE,C E,Subway,40.726227,-74.003739,Uptown,Downtown,0,0,0,,POINT (-74.003739 40.726227),POINT (-74.003739 40.726227),360610037003,36061003700,0.034810473280320685
435,367,St. Lawrence Ave. (6),Bx,"1,276,865","816,020",609,367,IRT,Pelham,St Lawrence Av,Bx,FALSE,6,Elevated,40.831509,-73.867618,Northbound,Manhattan,0,0,0,,POINT (-73.867618 40.831509),POINT (-73.867618 40.831509),360050070002,36005007000,0.1393330858231454
436,271,"Steinway St. (M,R)",Q,"4,715,335","2,730,057",G19,271,IND,Queens Blvd,Steinway St,Q,FALSE,M R,Subway,40.756879,-73.92074,Outbound,Manhattan,0,0,0,,POINT (-73.92074 40.756879),POINT (-73.92074 40.756879),360810155002,36081015500,0.06329094754386247
437,354,"Sterling St. (2,5)",B,"1,654,809","1,227,426",242,354,IRT,Nostrand,Sterling St,Bk,FALSE,2 5,Subway,40.662742,-73.95085,Manhattan,Flatbush,0,0,0,,POINT (-73.95085 40.662742),POINT (-73.95085 40.662742),360470329003,36047032900,0.09793885574172824
438,257,Sutphin Blvd (F),Q,"1,345,420","882,617",F04,257,IND,Queens Blvd,Sutphin Blvd,Q,FALSE,F,Subway,40.70546,-73.810708,Jamaica,Manhattan,0,0,0,,POINT (-73.810708 40.70546),POINT (-73.810708 40.70546),360810238002,36081023800,0.1802066337957513
439,279,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",Q,"7,354,064","5,941,974",G06,279,IND,Queens - Archer,Sutphin Blvd-Archer Av-JFK Airport,Q,FALSE,E J Z,Subway,40.700486,-73.807969,Jamaica,Manhattan,1,1,1,,POINT (-73.807969 40.700486),POINT (-73.807969 40.700486),360810208001,36081020800,0.18424927776520125
440,134,Sutter Av (L),B,"1,047,762","479,262",L25,134,BMT,Canarsie,Sutter Av,Bk,FALSE,L,Elevated,40.669367,-73.901975,Manhattan,Canarsie,0,0,0,,POINT (-73.901975 40.669367),POINT (-73.901975 40.669367),360470908002,36047090800,0.11850736143379419
441,346,Sutter Av-Rutland Rd (3),B,"2,019,485","1,272,857",251,346,IRT,Eastern Pky,Sutter Av-Rutland Rd,Bk,FALSE,3,Elevated,40.664717,-73.92261,Manhattan,New Lots,0,0,0,,POINT (-73.92261 40.664717),POINT (-73.92261 40.664717),360470900007,36047090000,0.10909493842061564
442,611,"Times Sq-42 St (N,Q,R,S2,W,1,2,3,7)/42 St (A,C,E)/Bryant Pk (B,D,F,M)/5 Av (7)",M,"82,233,996","54,266,441",127,317,IRT,Broadway - 7Av,Times Sq-42 St,M,TRUE,1 2 3,Subway,40.75529,-73.987495,Uptown,Downtown,1,1,1,,POINT (-73.987495 40.75529),POINT (-73.987495 40.75529),360610113001,36061011300,0.003516692337980212
443,611,"Times Sq-42 St (N,Q,R,S2,W,1,2,3,7)/42 St (A,C,E)/Bryant Pk (B,D,F,M)/5 Av (7)",M,"82,233,996","54,266,441",725,467,IRT,Flushing,Times Sq-42 St,M,TRUE,7,Subway,40.755477,-73.987691,Queens,Hudson Yards,1,1,1,,POINT (-73.987691 40.755477),POINT (-73.987691 40.755477),360610113001,36061011300,0.0037358278868311378
444,611,"Times Sq-42 St (N,Q,R,S2,W,1,2,3,7)/42 St (A,C,E)/Bryant Pk (B,D,F,M)/5 Av (7)",M,"82,233,996","54,266,441",902,468,IRT,Lexington - Shuttle,Times Sq-42 St,M,TRUE,S,Subway,40.755983,-73.986229,Last Stop,Grand Central,1,1,1,,POINT (-73.986229 40.755983),POINT (-73.986229 40.755983),360610119001,36061011900,0.002478170696300386
445,611,"Times Sq-42 St (N,Q,R,S2,W,1,2,3,7)/42 St (A,C,E)/Bryant Pk (B,D,F,M)/5 Av (7)",M,"82,233,996","54,266,441",A27,163,IND,8th Av - Fulton St,42 St-Port Authority Bus Terminal,M,TRUE,A C E,Subway,40.757308,-73.989735,Uptown,Downtown,1,1,1,,POINT (-73.989735 40.757308),POINT (-73.989735 40.757308),360610119002,36061011900,0.006220023231470158
446,611,"Times Sq-42 St (N,Q,R,S2,W,1,2,3,7)/42 St (A,C,E)/Bryant Pk (B,D,F,M)/5 Av (7)",M,"82,233,996","54,266,441",R16,11,BMT,Broadway - Brighton,Times Sq-42 St,M,TRUE,N Q R W,Subway,40.754672,-73.986754,Uptown,Downtown,1,1,1,,POINT (-73.986754 40.754672),POINT (-73.986754 40.754672),360610113001,36061011300,0.0027634217919195376
447,215,"Tremont Av (B,D)",Bx,"3,052,099","1,192,367",D07,215,IND,Concourse,Tremont Av,Bx,FALSE,B D,Subway,40.85041,-73.905227,Northbound,Manhattan,1,1,1,,POINT (-73.905227 40.85041),POINT (-73.905227 40.85041),360050235021,36005023502,0.1238036575752074
448,28,Union St (R),B,"2,271,983","1,646,253",R32,28,BMT,4th Av,Union St,Bk,FALSE,R,Subway,40.677316,-73.98311,Manhattan,Southbound,0,0,0,,POINT (-73.98311 40.677316),POINT (-73.98311 40.677316),360470119012,36047011901,0.07758910462172026
449,181,"Utica Av (A,C)",B,"5,106,247","2,907,120",A48,181,IND,8th Av - Fulton St,Utica Av,Bk,FALSE,A C,Subway,40.679364,-73.930729,Manhattan,Outbound,1,1,1,,POINT (-73.930729 40.679364),POINT (-73.930729 40.679364),360470271002,36047027100,0.09243098364184721
450,293,Van Cortlandt Park-242 St (1),Bx,"2,189,109","1,409,910",101,293,IRT,Broadway - 7Av,Van Cortlandt Park-242 St,Bx,FALSE,1,Elevated,40.889248,-73.898583,Last Stop,Manhattan,0,0,0,,POINT (-73.898583 40.889248),POINT (-73.898583 40.889248),360050285003,36005028500,0.15920254078688403
451,351,Van Siclen Av (3),B,"853,106","491,980",256,351,IRT,Eastern Pky,Van Siclen Av,Bk,FALSE,3,Elevated,40.665449,-73.889395,Manhattan,New Lots,0,0,0,,POINT (-73.889395 40.665449),POINT (-73.889395 40.665449),360471124003,36047112400,0.13019826199300702
452,186,Van Siclen Av (C),B,"918,811","525,801",A53,186,IND,8th Av - Fulton St,Van Siclen Av,Bk,FALSE,C,Subway,40.67271,-73.890358,Manhattan,Outbound,0,0,0,,POINT (-73.890358 40.67271),POINT (-73.890358 40.67271),360471152003,36047115200,0.12459542633659296
453,90,"Van Siclen Av (J,Z)",B,"791,691","515,895",J23,90,BMT,Jamaica,Van Siclen Av,Bk,FALSE,J Z,Elevated,40.678024,-73.891688,Outbound,Manhattan,0,0,0,,POINT (-73.891688 40.678024),POINT (-73.891688 40.678024),360471198003,36047119800,0.1201308649764848
454,464,Vernon Blvd-Jackson Av (7),Q,"4,623,070","3,631,659",721,464,IRT,Flushing,Vernon Blvd-Jackson Av,Q,FALSE,7,Subway,40.742626,-73.953581,Outbound,Manhattan,0,0,0,,POINT (-73.953581 40.742626),POINT (-73.953581 40.742626),360810007012,36081000701,0.03280193038526294
455,416,Wakefield-241 St (2),Bx,"1,404,748","794,723",201,416,IRT,Lenox - White Plains Rd,Wakefield-241 St,Bx,FALSE,2,Elevated,40.903125,-73.85062,Last Stop,Manhattan,0,0,0,,POINT (-73.85062 40.903125),POINT (-73.85062 40.903125),360050434001,36005043400,0.19940129143262325
456,333,"Wall St (2,3)",M,"6,910,581","3,729,954",230,333,IRT,Clark St,Wall St,M,TRUE,2 3,Subway,40.706821,-74.0091,Uptown,Brooklyn,0,0,0,,POINT (-74.0091 40.706821),POINT (-74.0091 40.706821),360610007004,36061000700,0.054236521284099504
457,413,"Wall St (4,5)",M,"5,720,475","3,393,094",419,413,IRT,Lexington Av,Wall St,M,TRUE,4 5,Subway,40.707557,-74.011862,Uptown,Downtown,0,0,0,,POINT (-74.011862 40.707557),POINT (-74.011862 40.707557),360610013003,36061001300,0.05493314748855871
458,167,"West 4 St-Washington Sq (A,B,C,D,E,F,M)",M,"14,063,633","10,011,362",A32,167,IND,8th Av - Fulton St,W 4 St-Wash Sq,M,TRUE,A C E,Subway,40.732338,-74.000495,Uptown,Downtown,1,1,1,,POINT (-74.000495 40.732338),POINT (-74.000495 40.732338),360610065001,36061006500,0.027948682777551994
459,167,"West 4 St-Washington Sq (A,B,C,D,E,F,M)",M,"14,063,633","10,011,362",D20,167,IND,6th Av - Culver,W 4 St-Wash Sq,M,TRUE,B D F M,Subway,40.732338,-74.000495,Uptown,Downtown,1,1,1,,POINT (-74.000495 40.732338),POINT (-74.000495 40.732338),360610065001,36061006500,0.027948682777551994
460,57,"West 8 St-New York Aquarium (F,Q)",B,"837,836","640,138",D42,57,BMT,Broadway - Brighton,W 8 St-NY Aquarium,Bk,FALSE,F Q,Elevated,40.576127,-73.975939,Manhattan,Coney Island,0,0,0,,POINT (-73.975939 40.576127),POINT (-73.975939 40.576127),360470354003,36047035400,0.17895464579049028
461,427,"West Farms Sq-East Tremont Av (2,5)",Bx,"2,104,945","997,755",214,427,IRT,Lenox - White Plains Rd,West Farms Sq-E Tremont Av,Bx,FALSE,2 5,Elevated,40.840295,-73.880049,Northbound,Manhattan,0,0,0,,POINT (-73.880049 40.840295),POINT (-73.880049 40.840295),360050361003,36005036100,0.13452924004096165
462,363,Westchester Sq-East Tremont Av (6),Bx,"1,796,415","773,043",604,363,IRT,Pelham,Westchester Sq-E Tremont Av,Bx,FALSE,6,Elevated,40.839892,-73.842952,Pelham Bay,Manhattan,1,1,1,,POINT (-73.842952 40.839892),POINT (-73.842952 40.839892),360050200004,36005020000,0.1646759799363567
463,370,Whitlock Av (6),Bx,"586,845","385,838",612,370,IRT,Pelham,Whitlock Av,Bx,FALSE,6,Elevated,40.826525,-73.886283,Northbound,Manhattan,0,0,0,,POINT (-73.886283 40.826525),POINT (-73.886283 40.826525),360050123006,36005012300,0.12115590251406418
464,130,Wilson Av (L),B,"1,290,221","952,643",L20,130,BMT,Canarsie,Wilson Av,Bk,FALSE,L,Subway,40.688764,-73.904046,Manhattan,Outbound,2,1,0,Manhattan-bound only,POINT (-73.904046 40.688764),POINT (-73.904046 40.688764),360470409001,36047040900,0.10376228896858504
465,355,"Winthrop St (2,5)",B,"1,882,065","1,628,419",243,355,IRT,Nostrand,Winthrop St,Bk,FALSE,2 5,Subway,40.656652,-73.9502,Manhattan,Flatbush,0,0,0,,POINT (-73.9502 40.656652),POINT (-73.9502 40.656652),360470804003,36047080400,0.10389951638000818
466,83,"Woodhaven Blvd (J,Z)",Q,"1,337,787","557,522",J15,83,BMT,Jamaica,Woodhaven Blvd,Q,FALSE,J Z,Elevated,40.693879,-73.851576,Jamaica,Manhattan,1,1,1,,POINT (-73.851576 40.693879),POINT (-73.851576 40.693879),360810022002,36081002200,0.1458069896026925
467,264,"Woodhaven Blvd (M,R)",Q,"6,381,132","4,237,180",G11,264,IND,Queens Blvd,Woodhaven Blvd,Q,FALSE,M R,Subway,40.733106,-73.869229,Outbound,Manhattan,0,0,0,,POINT (-73.869229 40.733106),POINT (-73.869229 40.733106),360810683003,36081068300,0.1168219195057066
468,378,Woodlawn (4),Bx,"2,094,285","1,299,027",401,378,IRT,Jerome Av,Woodlawn,Bx,FALSE,4,Elevated,40.886037,-73.878751,Last Stop,Manhattan,0,0,0,,POINT (-73.878751 40.886037),POINT (-73.878751 40.886037),360050431011,36005043101,0.16814953098358848
469,456,Woodside-61 St (7),Q,"5,345,369","4,222,161",712,456,IRT,Flushing,61 St-Woodside,Q,FALSE,7,Elevated,40.74563,-73.902984,Outbound,Manhattan,1,1,1,,POINT (-73.902984 40.74563),POINT (-73.902984 40.74563),360810261004,36081026100,0.08154462064415145
470,328,WTC Cortlandt (1),M,"4,232,521","3,358,064",138,328,IRT,Broadway - 7Av,WTC Cortlandt,M,TRUE,1,Subway,40.711835,-74.012188,Uptown,Downtown,1,1,1,,POINT (-74.012188 40.711835),POINT (-74.012188 40.711835),360610013005,36061001300,0.051469967641333166
471,235,York St (F),B,"3,927,129","3,345,474",F18,235,IND,6th Av - Culver,York St,Bk,FALSE,F,Subway,40.701397,-73.986751,Manhattan,Southbound,0,0,0,,POINT (-73.986751 40.701397),POINT (-73.986751 40.701397),360470021002,36047002100,0.053573678331807054
