,2019,2023,LOG_2019,LOG_2023,id,Station,Stop Name,LOG_B_JOB_DENSITY,LOG_T_JOB_DENSITY,B_DENSITY,T_DENSITY,DISTANCE,TERMINUS,TOTAL_FREQ,ADA,COMMUTER,TRANSFER,FREQ_X_COMMUTER
29,32385260.0,21527757.0,17.293213969853387,16.884853730151413,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",14 St-Union Sq,14.203165538496576,14.26777125857729,-0.6320822837474709,-0.15013159122712,0.0210842578716932,0,4.110873864173311,0,0.0,1,0.0
32,2936613.0,2100654.0,14.892767774917713,14.557759758823378,304,145 St (1),145 St,11.218227063174137,11.657067577800422,1.082598493780865,0.25154993844015283,0.0791550086918055,0,2.3978952727983707,0,0.0,0,0.0
33,954825.0,574727.0,13.769284403909742,13.261652164380864,437,145 St (3),145 St,11.057994631340875,10.954357458999477,1.228258568156912,2.2588682330715266,0.0810773794963801,0,1.9459101490553132,0,0.0,0,0.0
34,7464653.0,4678774.0,15.825689638249637,15.358546881494007,151,"145 St (A,B,C,D)",145 St,9.472984097476633,10.158829740552225,1.4482165234813429,1.1948010459143656,0.0804139312868075,0,3.2188758248682006,0,0.0,0,0.0
36,3931908.0,2087779.0,15.184635616542927,14.551611858448817,603,"149 St-Grand Concourse (2,4,5)",149 St-Grand Concourse,11.006204105694993,11.355745847723478,-1.2867538907992826,-0.4616723970408708,0.0855262978504283,0,3.1354942159291497,0,0.0,1,0.0
38,1964534.0,1390166.0,14.490766134060173,14.144934441775067,241,"15 St-Prospect Park (F,G)",15 St-Prospect Park,10.564113369706831,10.631018525400675,1.4189028192788176,0.08247211569901354,0.0946423756781284,0,2.70805020110221,0,0.0,0,0.0
39,1123868.0,585619.0,13.932287754600818,13.280426394051503,220,"155 St (B,D)",155 St,9.563608772470966,9.499072806486389,-0.11698957482276882,0.012270397348258279,0.0880745190506275,0,2.4849066497880004,0,0.0,0,0.0
40,895036.0,539511.0,13.70462033718461,13.198420306250382,150,155 St (C),155 St,9.879387660055505,10.47058007405947,-0.11723183381056729,1.385496259501323,0.0867360485611346,0,1.791759469228055,0,0.0,0,0.0
41,3739786.0,2288380.0,15.134539215897238,14.643355138597768,303,157 St (1),157 St,10.501956444590563,9.785624802103905,4.180574518297846,-0.07500561673781386,0.0882773469299995,0,2.3978952727983707,0,0.0,0,0.0
42,8254928.0,5316351.0,15.926321034451407,15.486297911822541,604,"161 St-Yankee Stadium (B,D,4)",161 St-Yankee Stadium,9.600596212689197,9.600596212689197,-1.2875661154937512,-1.6647486555251143,0.0934150169779931,0,2.995732273553991,1,0.0,1,0.0
44,1390312.0,840255.0,14.14503945961381,13.641461886293783,149,163 St-Amsterdam Av (C),163 St-Amsterdam Av,9.615130725727937,10.655515430649027,0.3791910377231796,1.6781501838226491,0.0923300299631697,0,1.791759469228055,0,0.0,0,0.0
45,2653237.0,1901393.0,14.791291338858729,14.458097859332508,388,167 St (4),167 St,10.89737759928564,11.354144297411944,1.295567514215246,2.184624428218735,0.1020837194120547,0,2.1972245773362196,0,0.0,0,0.0
46,2734530.0,1411144.0,14.821470498329317,14.159911989552258,218,"167 St (B,D)",167 St,9.892548964283028,11.354144297411944,2.575418404494704,2.184624428218735,0.1025609489084354,0,2.4849066497880004,0,0.0,0,0.0
47,6156288.0,5161102.0,15.632984718907851,15.45666087430432,605,"168 St (A,C,1)",168 St-Washington Hts,13.92309287017589,13.675621195626718,-0.6643347434594844,-0.3722269319912314,0.0962354613694936,0,3.1780538303479458,0,0.0,1,0.0
49,2465120.0,1627817.0,14.717751451475285,14.302751025683458,255,169 St (F),169 St,11.685857656218893,11.788201957130967,1.4027848688434443,0.3074518996788936,0.1955112828355363,0,2.1972245773362196,0,0.0,0,0.0
50,2487611.0,1448193.0,14.726833772126913,14.185827820854113,387,170 St (4),170 St,11.56871685257542,10.82842957349951,0.7668162491384247,2.5222038840811942,0.1078814734141131,0,2.1972245773362196,1,0.0,0,0.0
51,2130461.0,1001022.0,14.571849415574349,13.816533035056366,217,"170 St (B,D)",170 St,11.148432029812394,10.158795176362412,-0.6327990486282584,2.3573304816598473,0.1100396875495385,0,2.4849066497880004,0,0.0,0,0.0
52,2057118.0,1118781.0,14.536817018201445,13.927751151514089,428,"174 St (2,5)",174 St,10.989663458417045,10.884709762633507,0.38156348849258986,-0.13051148570704152,0.126708031710702,0,2.70805020110221,0,0.0,0,0.0
53,1518260.0,774167.0,14.233076158917175,13.559544183282561,216,"174-175 Sts (B,D)",174-175 Sts,8.885991293589607,12.211564694172484,1.0757810692925636,1.7907095347758122,0.1172044815525424,0,2.4849066497880004,0,0.0,0,0.0
54,4182625.0,2258838.0,15.246449836912364,14.630361522436619,147,175 St (A),175 St,14.363359010428818,12.827500643003726,2.6406804933261867,2.215946298813814,0.1025510638511344,0,2.1972245773362196,1,0.0,0,0.0
55,1713696.0,1041352.0,14.354163583049287,13.856031387138799,385,176 St (4),176 St,11.248896003212927,10.483793056494696,-0.7154128778554283,0.7336616058994958,0.1181986583510984,0,2.1972245773362196,0,0.0,0,0.0
56,1942617.0,1336402.0,14.479547105839695,14.105492234299094,66,18 Av (D),18 Av,9.718709865611583,11.925646910116846,-0.10695933789185243,-0.1858957377698374,0.1480124745148189,0,1.9459101490553132,0,0.0,0,0.0
57,1113492.0,724074.0,13.92301247917574,13.49265025716288,245,18 Av (F),18 Av,11.045076317608505,11.60720554439149,0.5650371127383167,0.10141066093592309,0.1253422429430673,0,2.1972245773362196,0,0.0,0,0.0
58,1179756.0,1190431.0,13.98081904303151,13.989826824420087,74,18 Av (N),18 Av,9.999732929177831,11.13579606681751,-0.19841859095357975,-0.5849332519604098,0.1343821559471326,0,1.9459101490553132,0,0.0,0,0.0
59,2649616.0,1813302.0,14.789925659215296,14.410660602082926,321,18 St (1),18 St,12.46073894314991,12.730121835707942,-0.34412567651818143,1.1140531585848272,0.0196087796917675,0,2.3978952727983707,0,0.0,0,0.0
60,3523536.0,2416958.0,15.074975872616458,14.698020696364251,301,181 St (1),181 St,12.018464768769935,11.903748875687178,0.8392897259907417,1.3283960542964808,0.1071945392312514,0,2.3978952727983707,0,0.0,0,0.0
61,3404841.0,1751997.0,15.040709094139642,14.37626740892531,146,181 St (A),181 St,10.141428054702388,10.916840717872939,1.8701174048933535,1.476260647402026,0.1071826711087196,0,2.1972245773362196,1,0.0,0,0.0
62,1513443.0,824845.0,14.22989840642902,13.62295198122576,214,"182-183 Sts (B,D)",182-183 Sts,11.299885762347563,10.764510626752594,1.0705769817511244,2.0944271251688877,0.1310422997737758,0,2.4849066497880004,0,0.0,0,0.0
63,1779224.0,1188844.0,14.391688434198675,13.988492805526656,383,183 St (4),183 St,11.665604519895783,11.200791840990535,-0.05076359836647809,2.478497148984966,0.1308933676318196,0,2.1972245773362196,0,0.0,0,0.0
64,1535450.0,951786.0,14.244334706924333,13.766096549244288,145,190 St (A),190 St,10.496646007075439,10.644205207496686,0.7214804566005151,0.9659236638333263,0.1154271340890021,0,2.1972245773362196,0,0.0,0,0.0
65,2333160.0,1682168.0,14.662734558481047,14.335594590091949,300,191 St (1),191 St,10.120291137134007,11.55691566718874,6.011549964382097,1.5109069046378014,0.1142145147036886,0,2.3978952727983707,0,0.0,0,0.0
66,5583944.0,4192759.0,15.535406073805637,15.248869786260496,232,2 Av (F),2 Av,12.202433863319541,12.038898688194907,1.0842604723159155,1.3126616131726592,0.0320528290171078,0,2.1972245773362196,0,0.0,0,0.0
67,1578971.0,1125752.0,14.27228456033831,13.93396270305034,67,20 Av (D),20 Av,11.442623263858245,10.67912651227528,1.4276393303410893,0.2447055334239348,0.1510101008542124,0,1.9459101490553132,0,0.0,0,0.0
68,1142086.0,931058.0,13.948367848432984,13.744077926968746,75,20 Av (N),20 Av,10.22015830625929,9.834482745477196,-0.4857404702371298,-0.3555918118010691,0.1374938281378474,0,1.9459101490553132,0,0.0,0,0.0
69,1853146.0,1352957.0,14.43239583293587,14.117803864542505,298,207 St (1),207 St,10.675421917804846,9.976465133720787,-1.2875661154937512,-1.3862965528028681,0.1276200200791342,0,2.3978952727983707,0,0.0,0,0.0
70,535536.0,448606.0,13.191025260787427,13.013902505048152,282,21 St (G),21 St,12.14747272541454,12.091593931448333,-0.4780599206559503,-0.5332938736380232,0.0359477593321114,0,1.9459101490553132,0,0.0,0,0.0
72,527505.0,459810.0,13.175915518675254,13.038570814470033,297,215 St (1),215 St,11.995812731539901,11.37046381825193,0.2015163913358698,0.22885350060614068,0.1335773325718103,0,2.3978952727983707,0,0.0,0,0.0
73,979390.0,490047.0,13.794686228908562,13.102258624472796,420,"219 St (2,5)",219 St,9.543917674475873,9.18648678420061,-0.44622905423454023,-0.46333355995895675,0.1771148178837642,0,2.70805020110221,0,0.0,0,0.0
74,1187486.0,589541.0,13.987349867462589,13.287101243240967,419,"225 St (2,5)",225 St,8.586241109136663,9.40831311930727,1.080102587569119,1.055771879525626,0.1816948407770496,0,2.70805020110221,0,0.0,0,0.0
75,4627755.0,3154290.0,15.347582643347481,14.964274306041089,320,23 St (1),23 St,13.12970802075595,13.808567670428523,0.7159103929228616,1.0875267005525533,0.0159039746604408,0,2.3978952727983707,0,0.0,0,0.0
76,8659806.0,5409296.0,15.974202993916139,15.503629697832006,405,23 St (6),23 St,14.18100319404033,13.746817257923396,0.36058015047295444,1.467396221785545,0.0152589677567022,0,2.4849066497880004,1,0.0,0,0.0
77,7272610.0,4370344.0,15.799625932211983,15.290352511324015,165,"23 St (C,E)",23 St,11.836057174251149,13.808567670428523,0.4019468683567159,1.0875267005525533,0.0166745829633064,0,2.6390573296152584,0,0.0,0,0.0
78,8619473.0,5423352.0,15.969534619896356,15.50622481682662,228,"23 St (F,M)",23 St,14.656534887367153,14.450092876051047,-0.1986712861745904,0.2697882701365974,0.0149110202534987,0,2.70805020110221,0,0.0,0,0.0
79,7085694.0,4260867.0,15.773588520861946,15.26498345335869,14,"23 St (R,W)",23 St,13.152784896353998,14.40690718242874,-0.6328803138578272,0.1188637631451883,0.0146094744943139,0,2.3978952727983707,0,0.0,0,0.0
80,2919305.0,1894047.0,14.886856474763304,14.454226895596046,295,231 St (1),231 St,11.587853099825532,11.447104412408196,-0.6486419792690347,-0.8571759236836548,0.1470793850000742,0,2.3978952727983707,1,0.0,0,0.0
81,1445532.0,845056.0,14.183988669648722,13.647159359685585,418,"233 St (2,5)",233 St,9.914330744878155,9.927959715197925,-0.18294659869711105,-0.42678274271142086,0.1874407521805176,0,2.70805020110221,1,0.0,0,0.0
82,1204095.0,959752.0,14.001239635891569,13.774431238672173,294,238 St (1),238 St,11.261764322279049,11.447104412408196,-0.6308616075182825,-0.8571759236836548,0.1541105810416656,0,2.3978952727983707,0,0.0,0,0.0
83,1507759.0,948677.0,14.22613566369051,13.762824715484173,69,25 Av (D),25 Av,10.429437910062646,10.356731633347007,-0.4123705067544922,-0.2711187648241691,0.1572214541880328,0,1.9459101490553132,0,0.0,0,0.0
84,1153842.0,822024.0,13.958608668267878,13.619526087201136,31,25 St (R),25 St,11.331597512312781,11.371984287201236,-0.6915046741825506,-0.5506163168190171,0.095547753976739,0,1.9459101490553132,0,0.0,0,0.0
85,4493352.0,3038057.0,15.318109751625347,14.926729053463186,319,28 St (1),28 St,14.838631729872166,14.49279579406678,-0.026151014890337915,-0.11611673771703102,0.0121145552951843,0,2.3978952727983707,0,0.0,0,0.0
86,5834989.0,4380514.0,15.579383109905267,15.29267685534933,404,28 St (6),28 St,14.260625536723978,13.746817257923396,0.13760301776986883,1.467396221785545,0.0118329453645282,0,2.4849066497880004,2,0.0,0,0.0
87,4018310.0,2717163.0,15.206372223054045,14.815099247278791,13,"28 St (R,W)",28 St,13.638759210024313,14.859234963168408,-0.8228272603082691,-0.5867453354036674,0.0105108666150821,0,2.3978952727983707,0,0.0,0,0.0
88,1700456.0,1564084.0,14.346407596429286,14.26281154643669,118,3 Av (L),3 Av,11.796040429272745,13.00862982513933,2.9909240189522284,1.2378067419632264,0.0221528662930983,0,2.4849066497880004,0,0.0,0,0.0
89,2503850.0,1750592.0,14.733340504639314,14.375465145643439,377,3 Av-138 St (6),3 Av-138 St,9.936564729625985,10.83452154749867,1.4039675832992873,1.690420154292459,0.0802290646835686,0,2.4849066497880004,0,0.0,0,0.0
90,6768255.0,3333256.0,15.727754004611949,15.019460462028,434,"3 Av-149 St (2,5)",3 Av-149 St,13.815726045849457,13.235527989278337,-0.8130617262320834,-0.19262762913916426,0.090192442754367,0,2.70805020110221,1,0.0,0,0.0
91,5230182.0,3015519.0,15.469956825868724,14.919282844250455,3,"30 Av (N,W)",30 Av,11.538157589083129,11.218201542583033,-0.05257535524853318,0.5129685303938839,0.0636395009565498,0,2.3978952727983707,0,0.0,0,0.0
92,8934900.0,5666586.0,16.005475626491897,15.550097554430025,403,33 St (6),33 St,14.482304007461611,13.59420903900135,-0.38906085052285594,1.4895699131404512,0.0090264354537104,0,2.4849066497880004,0,0.0,0,0.0
93,2907388.0,1714912.0,14.882765985518075,14.354872908432451,460,33 St-Rawson St (7),33 St-Rawson St,13.124050770109324,13.124050770109324,-1.280634722656707,-1.6561012173716225,0.0539969997129362,0,2.70805020110221,0,0.0,0,0.0
94,39385436.0,23680977.0,17.488906686652776,16.980182667802904,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",34 St-Herald Sq,15.254066704610148,15.254066704610148,-0.614525654247194,-0.825079645232957,0.0064387956948554,0,3.8918202981106265,1,0.5,1,1.9459101490553132
96,6108384.0,5494067.0,15.625172975423284,15.519179522699456,471,34 St-Hudson Yards (7),34 St-Hudson Yards,13.240954087899993,12.356959517148832,-1.0891901178268482,-1.5704235845218384,0.0179369011816428,1,2.70805020110221,1,0.0,0,0.0
97,25967676.0,15224047.0,17.072363130273448,16.5383868408696,318,"34 St-Penn Station (1,2,3)",34 St-Penn Station,15.254066704610148,15.254066704610148,-0.614525654247194,-0.825079645232957,0.0083842100403084,0,3.1780538303479458,1,0.5,0,1.5890269151739729
98,25631364.0,16974543.0,17.059327354823,16.647225368014343,164,"34 St-Penn Station (A,C,E)",34 St-Penn Station,15.440419061716858,15.440419061716858,-1.2179926344344167,-1.577950462329608,0.0097477510226785,0,3.091042453358316,1,0.5,0,1.545521226679158
99,1933812.0,1475603.0,14.475004259524242,14.204577955462707,5,"36 Av (N,W)",36 Av,10.786901038613108,10.501136476200836,-0.19770784855705945,0.4792915315149612,0.0544582945105651,0,2.3978952727983707,0,0.0,0,0.0
100,4254406.0,3458960.0,15.263465944824935,15.05647881292079,32,"36 St (D,N,R)",36 St,9.869149585998768,11.735601000644799,-0.4208601451154081,-0.670437040285542,0.1016534452785557,0,2.9444389791664403,0,0.0,0,0.0
101,1383420.0,769239.0,14.140069975024732,13.553158293424783,272,"36 St (M,R)",36 St,11.85981759676422,11.85981759676422,-1.2810010812084351,-1.6565582774449086,0.0552930672146093,0,2.5649493574615367,0,0.0,0,0.0
102,761816.0,805613.0,13.543461648346042,13.599359998587026,6,"39 Av (N,W)",39 Av-Dutch Kills,11.999358528896055,11.680109651765978,-0.766626198413514,-0.8826724614056268,0.0512847184744093,0,2.3978952727983707,0,0.0,0,0.0
103,3924882.0,2832325.0,15.182847099837154,14.856608840165105,608,"4 Av (F,G)/9 St (R)",4 Av-9 St,11.183244196350671,11.842358802261927,-0.32692418646629207,-0.5994034661783456,0.0848250860594931,0,3.044522437723423,0,0.0,1,0.0
105,3074342.0,2189736.0,14.938601777857933,14.599292003256942,459,40 St-Lowery St (7),40 St-Lowery St,11.632288187277124,11.400858810409504,0.9658879273992346,1.3024951975388026,0.0610058392041288,0,2.70805020110221,0,0.0,0,0.0
106,2461410.0,1884446.0,14.716245320711769,14.449144967122967,33,45 St (R),45 St,11.423747548100048,11.120727790250513,0.6133893551565918,0.2863017697424199,0.1091056623507718,0,1.9459101490553132,0,0.0,0,0.0
107,2609445.0,1662115.0,14.774648496232022,14.323602047389139,270,"46 St (M,R)",46 St,10.012694227667723,10.108114177360221,-0.5133404985019517,-0.5121195029735026,0.0706811052049983,0,2.5649493574615367,0,0.0,0,0.0
108,4019044.0,2903856.0,15.206554870183782,14.881550411290133,458,46 St-Bliss St (7),46 St-Bliss St,11.236382275190358,10.87930096673333,0.22965600128882102,0.6265429714875632,0.0666127243775459,0,2.70805020110221,0,0.0,0,0.0
109,18604810.0,11387612.0,16.738930761151735,16.248036743662478,225,"47-50 Sts-Rockefeller Center (B,D,F,M)",47-50 Sts-Rockefeller Ctr,15.221979286092067,14.80065576240605,-1.0139928818413566,-0.5088749497897999,0.0046145866553737,0,3.258096538021482,1,0.0,0,0.0
110,7410041.0,5566042.0,15.8183466652724,15.532194946514236,10,"49 St (N,R,W)",49 St,14.340693707133735,14.80065576240605,0.36332754862283345,-0.5088749497897999,0.0050029313407243,0,2.833213344056216,2,0.0,0,0.0
111,7684091.0,4733296.0,15.854662775729675,15.37013255781758,276,"5 Av-53 St (E,M)",5 Av/53 St,14.661500512158852,14.951726829812147,-1.135789292203169,-1.5567389955077249,0.0102352071302925,0,2.70805020110221,0,0.0,0,0.0
112,4995128.0,3485505.0,15.423973795557135,15.064123785324409,8,"5 Av-59 St (N,R,W)",5 Av/59 St,7.890673753148015,7.890673753148015,-1.2875661154937512,-1.6647486555251143,0.0145504065235253,0,2.833213344056216,0,0.0,0,0.0
113,8134360.0,5893837.0,15.911607746072537,15.589417956323487,316,50 St (1),50 St,14.65969014972505,14.89906839773189,-0.005266492818296305,-0.24419345462124797,0.006829669464914,0,2.3978952727983707,0,0.0,0,0.0
114,6902595.0,4857531.0,15.747408130694078,15.396041047962933,162,"50 St (C,E)",50 St,11.892522146810489,12.61560304539134,2.9744957904686875,1.1894305320417293,0.0078121310792922,0,2.6390573296152584,2,0.0,0,0.0
115,976988.0,753338.0,13.79223067200555,13.532270604675961,61,50 St (D),50 St,10.690434723319761,11.815987035990155,0.5550269513569928,0.5172373047986252,0.1191297413788851,0,1.9459101490553132,0,0.0,0,0.0
116,1907368.0,1402690.0,14.461235363504574,14.153903092489845,457,52 St (7),52 St,11.736333287615746,11.557426405154365,-0.4771296725032863,0.8340417205217646,0.0722553070853583,0,2.70805020110221,0,0.0,0,0.0
117,2797730.0,2018914.0,14.844319289485737,14.518070796359213,34,53 St (R),53 St,10.328071696577547,10.090194561047552,0.9758424284682107,0.9590536674399228,0.1138634696335922,0,1.9459101490553132,0,0.0,0,0.0
118,637405.0,418218.0,13.365162094162361,12.943760497751901,62,55 St (D),55 St,10.87491264421625,10.77871993327945,1.090280594912913,1.235414552120889,0.1239971967465355,0,1.9459101490553132,0,0.0,0,0.0
119,4550216.0,2582091.0,15.330685482097584,14.764110481047517,224,57 St (F),57 St,13.923430651247905,14.430636398684294,0.8177788640011591,0.4748806909678262,0.0111894452051891,0,2.1972245773362196,0,0.0,0,0.0
120,11012550.0,7787658.0,16.21454618031687,15.868050859204889,9,"57 St-7 Av (N,Q,R,W)",57 St-7 Av,15.032211038611258,14.430636398684294,0.5925767650440393,0.4748806909678262,0.0103201094955435,0,3.1780538303479458,1,0.0,0,0.0
121,3664480.0,2855080.0,15.114197273452625,14.86461077194825,35,"59 St (N,R)",59 St,11.535695958536108,11.271739811398168,1.5612070900081172,1.2457181036194163,0.1184854404768795,0,2.5649493574615367,1,0.0,0,0.0
122,23040650.0,15842348.0,16.952770648601128,16.578197228810417,614,"59 St-Columbus Circle (A,B,C,D,1)",59 St-Columbus Circle,13.418341797742992,13.102943113589392,1.2459868541024983,1.2667830943070382,0.013506718698488,0,3.5553480614894135,1,0.0,1,0.0
124,4753706.0,3033839.0,15.374435292693294,14.925339701837549,263,"63 Dr-Rego Park (M,R)",63 Dr-Rego Park,11.527281713456865,11.28051488840081,0.16385138785704206,-0.04367608168000419,0.1249339174603862,0,2.5649493574615367,0,0.0,0,0.0
125,1098148.0,729908.0,13.909136593120074,13.500675147819932,268,"65 St (M,R)",65 St,8.352254516230584,10.727923499224085,0.8270327463241051,0.910949303477896,0.0857067825203962,0,2.5649493574615367,0,0.0,0,0.0
126,7068256.0,4771815.0,15.771124472824626,15.378237503200058,314,66 St-Lincoln Center (1),66 St-Lincoln Center,13.593326016036876,13.292284485692303,-0.6221072504463018,0.9137215859771718,0.0186263061555437,0,2.3978952727983707,1,0.0,0,0.0
127,2641450.0,1658341.0,14.786838945348203,14.321328866023718,262,"67 Av (M,R)",67 Av,10.775146431117404,10.274512426075999,1.0564794372152415,1.274530445264594,0.1343128999389123,0,2.5649493574615367,0,0.0,0,0.0
128,6699711.0,5164087.0,15.717575098362683,15.45723907185692,399,68 St-Hunter College (6),68 St-Hunter College,13.465834102603049,12.962117587306617,-0.6017955918304693,-0.25143206790137723,0.0240944180465062,0,2.4849066497880004,1,0.0,0,0.0
129,1564387.0,1391674.0,14.263005251161614,14.146018615605007,455,69 St (7),69 St,10.629501353157735,10.36948113087445,-0.5142849568816666,0.20462257763196795,0.088015709018322,0,2.70805020110221,0,0.0,0,0.0
130,5508778.0,3892682.0,15.521853559476645,15.174609195072668,277,"7 Av (B,D,E)",7 Av,15.120587124876138,14.89906839773189,-0.6857107390704177,-0.24419345462124797,0.0083052521334352,0,2.995732273553991,0,0.0,0,0.0
131,3103599.0,2160144.0,14.94807328600193,14.585685907036885,41,"7 Av (B,Q)",7 Av,11.472042646681405,11.617773480934304,-0.1841989021142295,-0.1627098108063085,0.0787143518616486,0,2.5649493574615367,0,0.0,0,0.0
132,3675218.0,2688069.0,15.117123280690286,14.804334021952766,240,"7 Av (F,G)",7 Av,10.94781232224867,10.837390543688834,0.5938357901822482,0.41072796959922886,0.0887059900232193,0,2.70805020110221,1,0.0,0,0.0
